"Title","City","Library","Collection","Number","High Resolution","Digitization","Pinakes","Local catalog","Century","Subject theme","Subject name","Script","Bibliographic note 1","Bibliographic note 2","Bibliographic link"
"British Library Add MS 22744","London","British Library","Add MS","22744","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22744","http://pinakes.irht.cnrs.fr/notices/cote/id/39015","","13th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22745","London","British Library","Add MS","22745","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22745","http://pinakes.irht.cnrs.fr/notices/cote/id/39016","","13th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22746","London","British Library","Add MS","22746","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22746","http://pinakes.irht.cnrs.fr/notices/cote/id/39017","","13th","Canon law","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22747","London","British Library","Add MS","22747","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22747","http://pinakes.irht.cnrs.fr/notices/cote/id/39018","","12th|14th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22748","London","British Library","Add MS","22748","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22748","http://pinakes.irht.cnrs.fr/notices/cote/id/39019","","14th","Typikon","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22749","London","British Library","Add MS","22749","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22749","http://pinakes.irht.cnrs.fr/notices/cote/id/39020","","12th","Liturgy","Basil the Great","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22750","London","British Library","Add MS","22750","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22750","http://pinakes.irht.cnrs.fr/notices/cote/id/39021","","13th|14th|15th","Theology","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22909","London","British Library","Add MS","22909","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22909","http://pinakes.irht.cnrs.fr/notices/cote/id/39022","","17th|18th","Theology","Gennadios II Scholarios|Joseph Bryennios","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 23895","London","British Library","Add MS","23895","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_23895","http://pinakes.irht.cnrs.fr/notices/cote/id/39029","","16th|17th","Military","Onasander","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 23927","London","British Library","Add MS","23927","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_23927","http://pinakes.irht.cnrs.fr/notices/cote/id/39030","","16th","Philosophy","Aristotle","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24112","London","British Library","Add MS","24112","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24112","http://pinakes.irht.cnrs.fr/notices/cote/id/39031","","15th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24371","London","British Library","Add MS","24371","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24371","http://pinakes.irht.cnrs.fr/notices/cote/id/39034","","11th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24372","London","British Library","Add MS","24372","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24372","http://pinakes.irht.cnrs.fr/notices/cote/id/39035","","11th|12th","Theology","Gregory Nazianzus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24373","London","British Library","Add MS","24373","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24373","http://pinakes.irht.cnrs.fr/notices/cote/id/39036","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24374","London","British Library","Add MS","24374","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24374","http://pinakes.irht.cnrs.fr/notices/cote/id/39037","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24376","London","British Library","Add MS","24376","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24376","http://pinakes.irht.cnrs.fr/notices/cote/id/39039","","14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24377","London","British Library","Add MS","24377","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24377","http://pinakes.irht.cnrs.fr/notices/cote/id/39040","","12th","Bible|Gospel lectionary","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24378","London","British Library","Add MS","24378","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24378","http://pinakes.irht.cnrs.fr/notices/cote/id/39041","","13th|14th","Menaion","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24379","London","British Library","Add MS","24379","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24379","http://pinakes.irht.cnrs.fr/notices/cote/id/39042","","14th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24380","London","British Library","Add MS","24380","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24380","http://pinakes.irht.cnrs.fr/notices/cote/id/39043","","14th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 24381","London","British Library","Add MS","24381","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_24381","http://pinakes.irht.cnrs.fr/notices/cote/id/39044","","11th","Theology","Gregory Nazianzus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 26103","London","British Library","Add MS","26103","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_26103","http://pinakes.irht.cnrs.fr/notices/cote/id/39049","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 27359","London","British Library","Add MS","27359","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_27359","http://pinakes.irht.cnrs.fr/notices/cote/id/39055","","13th","Theology","Zonaras","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 27563","London","British Library","Add MS","27563","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_27563","http://pinakes.irht.cnrs.fr/notices/cote/id/39056","","14th","Liturgy","Basil the Great","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 27564","London","British Library","Add MS","27564","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_27564","http://pinakes.irht.cnrs.fr/notices/cote/id/39057","","14th","Liturgy","Basil the Great","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 27860","London","British Library","Add MS","27860","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_27860","http://pinakes.irht.cnrs.fr/notices/cote/id/39058","","10th|11th","Bible|Gospel lectionary","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 27865","London","British Library","Add MS","27865","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_27865","http://pinakes.irht.cnrs.fr/notices/cote/id/39063","","13th","Sticherarion","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28681","London","British Library","Add MS","28681","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28681","","","13th","Bible|Psalter","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28815","London","British Library","Add MS","28815","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28815","http://pinakes.irht.cnrs.fr/notices/cote/id/39066","","10th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28816","London","British Library","Add MS","28816","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28816","http://pinakes.irht.cnrs.fr/notices/cote/id/39067","","12th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28818","London","British Library","Add MS","28818","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28818","http://pinakes.irht.cnrs.fr/notices/cote/id/39069","","13th","Bible|Gospel lectionary","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28819","London","British Library","Add MS","28819","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28819","http://pinakes.irht.cnrs.fr/notices/cote/id/39070","","16th","Psalter|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28820","London","British Library","Add MS","28820","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28820","http://pinakes.irht.cnrs.fr/notices/cote/id/39071","","17th|18th","Liturgy","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28823","London","British Library","Add MS","28823","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28823","http://pinakes.irht.cnrs.fr/notices/cote/id/39074","","14th","Canon law|Theology","Zonaras","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28824","London","British Library","Add MS","28824","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28824","http://pinakes.irht.cnrs.fr/notices/cote/id/39075","","12th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28825","London","British Library","Add MS","28825","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28825","http://pinakes.irht.cnrs.fr/notices/cote/id/39076","","12th","Theology","Ephraem","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28826","London","British Library","Add MS","28826","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28826","http://pinakes.irht.cnrs.fr/notices/cote/id/39077","","12th","Theology","John Climacus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 28827","London","British Library","Add MS","28827","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_28827","http://pinakes.irht.cnrs.fr/notices/cote/id/39078","","16th","Jews","Ps.-Gregentius","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 29713","London","British Library","Add MS","29713","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_29713","http://pinakes.irht.cnrs.fr/notices/cote/id/39082","","14th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 29714","London","British Library","Add MS","29714","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_29714","http://pinakes.irht.cnrs.fr/notices/cote/id/39083","","14th","Gospel lectionary|Menologion","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 30518","London","British Library","Add MS","30518","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_30518","http://pinakes.irht.cnrs.fr/notices/cote/id/39089","","12th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 31208","London","British Library","Add MS","31208","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_31208","http://pinakes.irht.cnrs.fr/notices/cote/id/39090","","13th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 31920","London","British Library","Add MS","31920","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_31920","http://pinakes.irht.cnrs.fr/notices/cote/id/39094","","12th","Bible|Gospel lectionary","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 31921","London","British Library","Add MS","31921","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_31921","http://pinakes.irht.cnrs.fr/notices/cote/id/39095","","12th|13th|14th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 31949","London","British Library","Add MS","31949","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_31949","http://pinakes.irht.cnrs.fr/notices/cote/id/39096","","13th","Gospel lectionary","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
