"Title","City","Library","Collection","Number","High Resolution","Digitization","Pinakes","Local catalog","Century","Subject theme","Subject name","Script","Bibliographic note 1","Bibliographic note 2","Bibliographic link"
"British Library Add MS 17015","London","British Library","Add MS","17015","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17015","http://pinakes.irht.cnrs.fr/notices/cote/id/38921","","15th","","Aesop","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17045","London","British Library","Add MS","17045","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17045&index=41","http://pinakes.irht.cnrs.fr/notices/cote/id/38922","","16th","Theology","Ephraem","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 17210","London","British Library","Add MS","17210","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17210&index=42","http://pinakes.irht.cnrs.fr/notices/cote/id/38925","","6th","Palimpsest","Homer","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 17211","London","British Library","Add MS","17211","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17211&index=43","http://pinakes.irht.cnrs.fr/notices/cote/id/38926","","6th|7th|8th","Geometry","Euclid","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 17370","London","British Library","Add MS","17370","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17370","http://pinakes.irht.cnrs.fr/notices/cote/id/38927","","11th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17469","London","British Library","Add MS","17469","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17469","http://pinakes.irht.cnrs.fr/notices/cote/id/38928","","14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17470","London","British Library","Add MS","17470","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17470&index=44","http://pinakes.irht.cnrs.fr/notices/cote/id/38929","","11th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 17471","London","British Library","Add MS","17471","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17471&index=45","http://pinakes.irht.cnrs.fr/notices/cote/id/38930","","11th","Theology","John Climacus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 17472","London","British Library","Add MS","17472","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17472","http://pinakes.irht.cnrs.fr/notices/cote/id/38931","","16th","Theology","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17473","London","British Library","Add MS","17473","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17473","http://pinakes.irht.cnrs.fr/notices/cote/id/38932","","15th","Hymns|Theology","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17474","London","British Library","Add MS","17474","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17474","http://pinakes.irht.cnrs.fr/notices/cote/id/38933","","15th|16th","Canon law","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17475","London","British Library","Add MS","17475","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17475&index=46","http://pinakes.irht.cnrs.fr/notices/cote/id/38934","","16th","Theology","Manuel Malaxos","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 17718","London","British Library","Add MS","17718","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17718","http://pinakes.irht.cnrs.fr/notices/cote/id/38935","","19th","Music|Hymns","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17741","London","British Library","Add MS","17741","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17741","http://pinakes.irht.cnrs.fr/notices/cote/id/38936","","12th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17900","London","British Library","Add MS","17900","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17900","http://pinakes.irht.cnrs.fr/notices/cote/id/38937","","17th","Medicine","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17982","London","British Library","Add MS","17982","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17982","http://pinakes.irht.cnrs.fr/notices/cote/id/38938","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 17998","London","British Library","Add MS","17998","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17998&index=47","http://pinakes.irht.cnrs.fr/notices/cote/id/38939","","15th","Grammar","Manuel Chrysoloras","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 18070","London","British Library","Add MS","18070","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18070&index=48","http://pinakes.irht.cnrs.fr/notices/cote/id/38940","","15th","Liturgy","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 18190","London","British Library","Add MS","18190","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18190&index=49","http://pinakes.irht.cnrs.fr/notices/cote/id/38941","","16th|17th","Rhetoric|Grammar","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 18211","London","British Library","Add MS","18211","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18211","http://pinakes.irht.cnrs.fr/notices/cote/id/38942","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18212","London","British Library","Add MS","18212","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18212","http://pinakes.irht.cnrs.fr/notices/cote/id/38943","","12th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18231","London","British Library","Add MS","18231","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18231&index=50","http://pinakes.irht.cnrs.fr/notices/cote/id/38944","","10th","Theology","Ps.-Dionysius|Gregory Nazianzus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 18232","London","British Library","Add MS","18232","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18232","http://pinakes.irht.cnrs.fr/notices/cote/id/38945","","15th","Theology","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18425","London","British Library","Add MS","18425","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18425","http://pinakes.irht.cnrs.fr/notices/cote/id/38946","","17th","Canon law","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18492","London","British Library","Add MS","18492","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18492","http://pinakes.irht.cnrs.fr/notices/cote/id/38947","","16th","Grammar","Theodore of Gaza","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18493","London","British Library","Add MS","18493","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18493","http://pinakes.irht.cnrs.fr/notices/cote/id/38948","","15th","Grammar","Manuel Moschopoulus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18494","London","British Library","Add MS","18494","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18494","http://pinakes.irht.cnrs.fr/notices/cote/id/38949","","15th|16th","Mythology","Lucius Annaeus Cornutus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 18775","London","British Library","Add MS","18775","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_18775","http://pinakes.irht.cnrs.fr/notices/cote/id/38953","","16th","Mythology","Lucius Annaeus Cornutus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19058","London","British Library","Add MS","19058","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19058&index=51","http://pinakes.irht.cnrs.fr/notices/cote/id/38956","","17th","Misc.","Eustratios Epirotes","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 19059","London","British Library","Add MS","19059","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19059&index=52","http://pinakes.irht.cnrs.fr/notices/cote/id/38957","","17th","Misc.","Eustratios Epirotes","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 19060","London","British Library","Add MS","19060","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19060","http://pinakes.irht.cnrs.fr/notices/cote/id/38958","","16th","Philosophy","Aristotle|John VI Cantacuzenus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19062","London","British Library","Add MS","19062","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19062","http://pinakes.irht.cnrs.fr/notices/cote/id/38959","","16th|17th","Theology","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19352","London","British Library","Add MS","19352","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19352&index=53","http://pinakes.irht.cnrs.fr/notices/cote/id/38960","","11th","Psalter|Bible","","Perlschrift","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 19353","London","British Library","Add MS","19353","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19353","http://pinakes.irht.cnrs.fr/notices/cote/id/38961","","16th","Harmonics","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19386","London","British Library","Add MS","19386","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19386","http://pinakes.irht.cnrs.fr/notices/cote/id/38962","","12th|13th","Theology","Theophylact of Ochrid","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19387","London","British Library","Add MS","19387","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19387","http://pinakes.irht.cnrs.fr/notices/cote/id/38963","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19388","London","British Library","Add MS","19388","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19388","http://pinakes.irht.cnrs.fr/notices/cote/id/38964","","14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19389","London","British Library","Add MS","19389","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19389","http://pinakes.irht.cnrs.fr/notices/cote/id/38965","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19390","London","British Library","Add MS","19390","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19390&index=54","http://pinakes.irht.cnrs.fr/notices/cote/id/38966","","10th","Theology","John of Damascus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 19391","London","British Library","Add MS","19391","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19391","http://pinakes.irht.cnrs.fr/notices/cote/id/38967","","13th|14th|15th","Geography","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19392A","London","British Library","Add MS","19392A","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19392A","http://pinakes.irht.cnrs.fr/notices/cote/id/38968","","11th|12th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19392B","London","British Library","Add MS","19392B","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19392B","http://pinakes.irht.cnrs.fr/notices/cote/id/38969","","11th|12th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19456","London","British Library","Add MS","19456","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19456","http://pinakes.irht.cnrs.fr/notices/cote/id/38970","","18th","Music","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19457","London","British Library","Add MS","19457","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19457","http://pinakes.irht.cnrs.fr/notices/cote/id/38971","","12th","Saints lives","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19458","London","British Library","Add MS","19458","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19458","http://pinakes.irht.cnrs.fr/notices/cote/id/38972","","12th","Saints lives","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19459","London","British Library","Add MS","19459","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19459","http://pinakes.irht.cnrs.fr/notices/cote/id/38973","","13th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19460","London","British Library","Add MS","19460","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19460","http://pinakes.irht.cnrs.fr/notices/cote/id/38974","","13th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19550","London","British Library","Add MS","19550","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19550","http://pinakes.irht.cnrs.fr/notices/cote/id/38975","","17th","Theology","Joseph Bryennios","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19551","London","British Library","Add MS","19551","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19551","http://pinakes.irht.cnrs.fr/notices/cote/id/38976","","17th","","Libanius","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19703","London","British Library","Add MS","19703","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19703","http://pinakes.irht.cnrs.fr/notices/cote/id/38977","","12th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19737","London","British Library","Add MS","19737","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19737","http://pinakes.irht.cnrs.fr/notices/cote/id/38978","","11th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 19792","London","British Library","Add MS","19792","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19792&index=55","http://pinakes.irht.cnrs.fr/notices/cote/id/38979","","17th","Liturgy","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 19993","London","British Library","Add MS","19993","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_19993&index=56","http://pinakes.irht.cnrs.fr/notices/cote/id/38980","","14th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 20002","London","British Library","Add MS","20002","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_20002&index=57","http://pinakes.irht.cnrs.fr/notices/cote/id/38981","","10th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 20003","London","British Library","Add MS","20003","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_20003&index=58","http://pinakes.irht.cnrs.fr/notices/cote/id/38982","","11th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 20004","London","British Library","Add MS","20004","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_20004","http://pinakes.irht.cnrs.fr/notices/cote/id/38983","","11th","Letters","John Cassian","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21030","London","British Library","Add MS","21030","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21030","http://pinakes.irht.cnrs.fr/notices/cote/id/38984","","13th","Psalter|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21061","London","British Library","Add MS","21061","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21061","http://pinakes.irht.cnrs.fr/notices/cote/id/38985","","15th|16th","","Anastasius Sinaita","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21095","London","British Library","Add MS","21095","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21095","http://pinakes.irht.cnrs.fr/notices/cote/id/38987","","16th","Military","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21165","London","British Library","Add MS","21165","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21165","http://pinakes.irht.cnrs.fr/notices/cote/id/38988","","15th","Philosophy","Iamblichus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21166","London","British Library","Add MS","21166","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21166","http://pinakes.irht.cnrs.fr/notices/cote/id/38989","","13th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21259","London","British Library","Add MS","21259","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21259","http://pinakes.irht.cnrs.fr/notices/cote/id/38990","","15th","Old Testament|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21260","London","British Library","Add MS","21260","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21260","http://pinakes.irht.cnrs.fr/notices/cote/id/38991","","12th|13th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21261","London","British Library","Add MS","21261","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21261","http://pinakes.irht.cnrs.fr/notices/cote/id/38992","","14th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 21983","London","British Library","Add MS","21983","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_21983","http://pinakes.irht.cnrs.fr/notices/cote/id/38993","","16th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22039","London","British Library","Add MS","22039","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22039","http://pinakes.irht.cnrs.fr/notices/cote/id/38994","","17th","Index codicum","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22087","London","British Library","Add MS","22087","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22087","http://pinakes.irht.cnrs.fr/notices/cote/id/38995","","10th","","Aesop","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22088","London","British Library","Add MS","22088","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22088","http://pinakes.irht.cnrs.fr/notices/cote/id/38996","","19th","","Aesop","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22350","London","British Library","Add MS","22350","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22350","http://pinakes.irht.cnrs.fr/notices/cote/id/38997","","13th","Theology","Ps.-Dionysius","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22492","London","British Library","Add MS","22492","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22492","http://pinakes.irht.cnrs.fr/notices/cote/id/38998","","14th","Theology","Euthymius Zigabenus","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22506","London","British Library","Add MS","22506","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22506&index=64","http://pinakes.irht.cnrs.fr/notices/cote/id/38999","","14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 22507","London","British Library","Add MS","22507","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22507&index=65","http://pinakes.irht.cnrs.fr/notices/cote/id/39000","","14th","Horologion|Liturgy","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 22508","London","British Library","Add MS","22508","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22508","http://pinakes.irht.cnrs.fr/notices/cote/id/39001","","12th","Theology","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22509","London","British Library","Add MS","22509","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22509","http://pinakes.irht.cnrs.fr/notices/cote/id/39002","","10th","Theology","Gregory of Nyssa|Basil the Great","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22732","London","British Library","Add MS","22732","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22732","http://pinakes.irht.cnrs.fr/notices/cote/id/39003","","10th|11th","Theology","Gregory Nazianzus","Bouletée","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22733","London","British Library","Add MS","22733","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22733","http://pinakes.irht.cnrs.fr/notices/cote/id/39004","","11th","Saints lives","Symeon Metaphrastes","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22734","London","British Library","Add MS","22734","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22734","http://pinakes.irht.cnrs.fr/notices/cote/id/39005","","12th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22735","London","British Library","Add MS","22735","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22735","http://pinakes.irht.cnrs.fr/notices/cote/id/39006","","12th|13th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22736","London","British Library","Add MS","22736","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22736&index=66","http://pinakes.irht.cnrs.fr/notices/cote/id/39007","","12th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","Richard, Marcel. Inventaire des manuscrits grecs du British Museum. Paris, C.N.R.S., 1952.",""
"British Library Add MS 22737","London","British Library","Add MS","22737","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22737","http://pinakes.irht.cnrs.fr/notices/cote/id/39008","","13th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22738","London","British Library","Add MS","22738","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22738","http://pinakes.irht.cnrs.fr/notices/cote/id/39009","","13th|14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22739","London","British Library","Add MS","22739","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22739","http://pinakes.irht.cnrs.fr/notices/cote/id/39010","","13th|14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22740","London","British Library","Add MS","22740","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22740","http://pinakes.irht.cnrs.fr/notices/cote/id/39011","","12th|13th","Theology","Theophylact of Ochrid","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22741","London","British Library","Add MS","22741","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22741","http://pinakes.irht.cnrs.fr/notices/cote/id/39012","","13th|14th","Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22742","London","British Library","Add MS","22742","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22742","http://pinakes.irht.cnrs.fr/notices/cote/id/39013","","11th","Gospel lectionary|Bible","","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
"British Library Add MS 22743","London","British Library","Add MS","22743","Yes","http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_22743","http://pinakes.irht.cnrs.fr/notices/cote/id/39014","","11th","Theology","John Chrysostom","","British Library. Summary catalogue of Greek manuscripts. London : The Library, 1999.","",""
